fid,event_id,geom_ids,survey_dat,survey_d_1,agents,hosts,symptoms,survey_met,trigger_pr,trigger_se,trigger__1,trigger__2,country,silvicultu,sanitary_i,sanitary_1,sanitary_2,pattern_de,pattern_di,pattern_mo,pattern__1,severity_d,severity_1,severity_m,severity_2,is_affecte,dataset_co,SURVEYSTA
967,20573,41793,2018-05-15,exact,Laimaphelenchus,Pinus nigra,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2018-05-15
968,20574,41794,2018-05-15,exact,Laimaphelenchus,Pinus nigra,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2018-05-15
969,20575,41795,2018-05-17,exact,"Bursaphelenchus minutus,Laimaphelenchus,Scolytinae",Pinus pinea,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2018-05-17
970,20576,41796,2018-05-17,exact,"Aphelenchoides,Laimaphelenchus,Saprophytes (Engl.),Scolytinae",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,3.0,,1,IT-001,2018-05-17
971,20577,41797,2018-05-17,exact,"Laimaphelenchus,Saprophytes (Engl.),Scolytinae",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,3.0,,1,IT-001,2018-05-17
972,20578,41798,2018-05-17,exact,"Bursaphelenchus minutus,Bursaphelenchus teratospicularis,Laimaphelenchus,Saprophytes (Engl.),Scolytinae",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,3.0,,1,IT-001,2018-05-17
973,20579,41799,2018-05-17,exact,"Bursaphelenchus minutus,Neotylenchidae,Saprophytes (Engl.),Scolytinae",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,4.0,,1,IT-001,2018-05-17
974,20580,41800,2018-05-17,exact,"Saprophytes (Engl.),Scolytinae",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,2.0,,1,IT-001,2018-05-17
975,20581,41801,2018-05-17,exact,"Bursaphelenchus minutus,Cerambycidae,Laimaphelenchus,Saprophytes (Engl.),Scolytinae",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,2.0,,1,IT-001,2018-05-17
976,20582,41802,2018-05-17,exact,"Bursaphelenchus minutus,Cerambycidae,Saprophytes (Engl.),Scolytinae",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2018-05-17
977,20583,41803,2018-05-17,exact,Saprophytes (Engl.),Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,2.0,,1,IT-001,2018-05-17
978,20584,41804,2018-05-17,exact,Saprophytes (Engl.),Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2018-05-17
979,20585,41805,2018-05-23,exact,"Aphelenchoides,Bursaphelenchus minutus,Saprophytes (Engl.),Scolytinae",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,3.0,,1,IT-001,2018-05-23
980,20586,41806,2018-05-23,exact,Aphelenchoides,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2018-05-23
981,20587,41807,2018-05-23,exact,"Bursaphelenchus minutus,Saprophytes (Engl.)",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,2.0,,1,IT-001,2018-05-23
982,20588,41808,2018-05-23,exact,"Cerambycidae,Laimaphelenchus,Saprophytes (Engl.),Scolytinae",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,4.0,,1,IT-001,2018-05-23
983,20589,41809,2018-05-23,exact,"Bursaphelenchus minutus,Laimaphelenchus",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,4.0,,1,IT-001,2018-05-23
984,20590,41810,2018-05-23,exact,"Bursaphelenchus minutus,Scolytinae",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,2.0,,1,IT-001,2018-05-23
985,20591,41811,2018-05-23,exact,Laimaphelenchus,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,2.0,,1,IT-001,2018-05-23
986,20592,41812,2018-05-23,exact,"Laimaphelenchus,Saprophytes (Engl.)",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,2.0,,1,IT-001,2018-05-23
987,20593,41813,2018-05-23,exact,"Laimaphelenchus,Scolytinae",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,3.0,,1,IT-001,2018-05-23
988,20594,41814,2018-05-23,exact,"Aphelenchoides,Bursaphelenchus minutus,Cerambycidae,Saprophytes (Engl.),Scolytinae",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,2.0,,1,IT-001,2018-05-23
989,20595,41815,2018-05-23,exact,"Bursaphelenchus minutus,Saprophytes (Engl.),Scolytinae",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,2.0,,1,IT-001,2018-05-23
990,20596,41816,2018-05-23,exact,"Laimaphelenchus,Saprophytes (Engl.),Scolytinae",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,3.0,,1,IT-001,2018-05-23
991,20597,41817,2018-05-23,exact,"Bursaphelenchus minutus,Laimaphelenchus,Saprophytes (Engl.),Scolytinae",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2018-05-23
992,20598,41818,2018-05-24,exact,"Cerambycidae,Neotylenchidae,Saprophytes (Engl.),Scolytinae",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2018-05-24
993,20599,41819,2018-05-24,exact,"Saprophytes (Engl.),Scolytinae",Pinus nigra,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2018-05-24
994,20600,41820,2018-05-24,exact,"Bursaphelenchus leoni,Bursaphelenchus minutus,Cerambycidae,Saprophytes (Engl.),Scolytinae",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,3.0,,1,IT-001,2018-05-24
995,20601,41821,2018-05-24,exact,"Saprophytes (Engl.),Scolytinae",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,2.0,,1,IT-001,2018-05-24
996,20602,41822,2018-05-24,exact,"Aphelenchoides,Saprophytes (Engl.)",Abies alba,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2018-05-24
997,20603,41823,2018-05-24,exact,"Laimaphelenchus,Saprophytes (Engl.),Scolytinae",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,4.0,,1,IT-001,2018-05-24
998,20604,41824,2018-05-24,exact,"Bursaphelenchus minutus,Laimaphelenchus,Saprophytes (Engl.)",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,2.0,,1,IT-001,2018-05-24
999,20605,41825,2018-05-25,exact,"Aphelenchoides,Saprophytes (Engl.),Scolytinae",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2018-05-25
1000,20606,41826,2018-05-25,exact,"Laimaphelenchus,Saprophytes (Engl.),Scolytinae",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2018-05-25
1001,20607,41827,2018-06-05,exact,"Neotylenchidae,Scolytinae",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,3.0,,1,IT-001,2018-06-05
1002,20608,41828,2018-06-05,exact,Laimaphelenchus,Pinus halepensis,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2018-06-05
1003,20609,41829,2018-06-05,exact,"Bursaphelenchus minutus,Cerambycidae,Curculionidae,Saprophytes (Engl.)",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2018-06-05
1004,20610,41830,2018-06-05,exact,"Bursaphelenchus minutus,Saprophytes (Engl.)",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2018-06-05
1005,20611,41831,2018-06-05,exact,Saprophytes (Engl.),Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2018-06-05
1006,20612,41832,2018-06-06,exact,"Bursaphelenchus minutus,Laimaphelenchus,Neotylenchidae,Saprophytes (Engl.),Scolytinae",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,2.0,,1,IT-001,2018-06-06
1007,20613,41833,2018-06-06,exact,Saprophytes (Engl.),Pinus pinea,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2018-06-06
1008,20614,41834,2018-06-06,exact,"Bursaphelenchus minutus,Cerambycidae,Neotylenchidae,Saprophytes (Engl.),Scolytinae",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2018-06-06
1009,20615,41835,2018-06-07,exact,"Aphelenchoides,Saprophytes (Engl.),Scolytinae",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,2.0,,1,IT-001,2018-06-07
1010,20616,41836,2018-06-07,exact,Laimaphelenchus,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2018-06-07
1011,20617,41837,2018-06-12,exact,"Cerambycidae,Laimaphelenchus,Saprophytes (Engl.),Scolytinae",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,2.0,,1,IT-001,2018-06-12
1012,20618,41838,2018-06-12,exact,"Aphelenchoides,Bursaphelenchus minutus,Saprophytes (Engl.),Scolytinae",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,2.0,,1,IT-001,2018-06-12
1013,20619,41839,2018-06-12,exact,"Aphelenchoides,Cerambycidae,Neotylenchidae,Saprophytes (Engl.),Scolytinae",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2018-06-12
1014,20620,41840,2018-06-14,exact,Laimaphelenchus,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,2.0,,1,IT-001,2018-06-14
1015,20621,41841,2018-06-14,exact,"Bursaphelenchus minutus,Laimaphelenchus,Saprophytes (Engl.),Scolytinae",Abies alba,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,3.0,,1,IT-001,2018-06-14
1016,20622,41842,2018-06-14,exact,Aphelenchoides,Pinus nigra,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2018-06-14
1017,20623,41843,2018-06-14,exact,"Saprophytes (Engl.),Scolytinae",Pinus nigra,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,2.0,,1,IT-001,2018-06-14
1018,20624,41844,2018-06-14,exact,Saprophytes (Engl.),Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,2.0,,1,IT-001,2018-06-14
1019,20625,41845,2018-06-19,exact,"Laimaphelenchus,Saprophytes (Engl.)",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,2.0,,1,IT-001,2018-06-19
1020,20626,41846,2018-06-19,exact,Laimaphelenchus,Pinus nigra,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2018-06-19
1021,20627,41847,2018-06-19,exact,"Bursaphelenchus minutus,Saprophytes (Engl.),Scolytinae",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,3.0,,1,IT-001,2018-06-19
1022,20628,41848,2018-06-19,exact,"Neotylenchidae,Saprophytes (Engl.)",Pinus nigra,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,3.0,,1,IT-001,2018-06-19
1023,20629,41849,2018-06-19,exact,"Laimaphelenchus,Saprophytes (Engl.)",Pinus nigra,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,2.0,,1,IT-001,2018-06-19
1024,20630,41850,2018-06-19,exact,Saprophytes (Engl.),Pinus nigra,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,2.0,,1,IT-001,2018-06-19
1025,20631,41851,2018-06-19,exact,"Bursaphelenchus minutus,Saprophytes (Engl.),Scolytinae",Pinus nigra,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2018-06-19
1026,20632,41852,2018-06-19,exact,"Cerambycidae,Saprophytes (Engl.)",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2018-06-19
1027,20633,41853,2018-06-19,exact,"Bursaphelenchus minutus,Cerambycidae,Saprophytes (Engl.)",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2018-06-19
1028,20634,41854,2018-06-19,exact,"Cerambycidae,Saprophytes (Engl.)",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,2.0,,1,IT-001,2018-06-19
1029,20635,41855,2018-06-19,exact,"Aphelenchoides,Bursaphelenchus minutus,Cerambycidae,Saprophytes (Engl.)",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2018-06-19
1030,20636,41856,2018-06-19,exact,"Bursaphelenchus minutus,Saprophytes (Engl.)",Pinus radiata,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,2.0,,1,IT-001,2018-06-19
1031,20637,41857,2018-07-18,exact,"Cerambycidae,Laimaphelenchus,Saprophytes (Engl.),Scolytinae",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2018-07-18
1032,20638,41858,2018-07-30,exact,"Bursaphelenchus minutus,Cerambycidae,Saprophytes (Engl.),Scolytinae",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,2.0,,1,IT-001,2018-07-30
1033,20639,41859,2018-07-30,exact,"Aphelenchoides,Bursaphelenchus minutus,Bursaphelenchus teratospicularis,Saprophytes (Engl.),Scolytinae",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,2.0,,1,IT-001,2018-07-30
1034,20640,41860,2018-07-30,exact,"Bursaphelenchus minutus,Neotylenchidae,Saprophytes (Engl.),Scolytinae",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2018-07-30
1035,20641,41861,2018-09-24,exact,"Aphelenchoides,Saprophytes (Engl.)",Pinus pinea,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2018-09-24
1036,20642,41862,2018-09-24,exact,"Saprophytes (Engl.),Scolytinae",Pinus pinea,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2018-09-24
1037,20643,41863,2018-09-24,exact,"Bursaphelenchus minutus,Neotylenchidae,Saprophytes (Engl.),Scolytinae",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2018-09-24
1038,20644,41864,2018-09-24,exact,Saprophytes (Engl.),Pinus halepensis,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2018-09-24
1039,20645,41865,2018-09-24,exact,"Laimaphelenchus,Saprophytes (Engl.)",Pinus nigra,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,2.0,,1,IT-001,2018-09-24
1040,20646,41866,2018-09-27,exact,"Bursaphelenchus sexdentati,Laimaphelenchus,Scolytinae",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2018-09-27
1041,20647,41867,2018-09-27,exact,"Laimaphelenchus,Neotylenchidae,Saprophytes (Engl.),Scolytinae",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2018-09-27
1042,20648,41868,2018-09-27,exact,"Laimaphelenchus,Scolytinae",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2018-09-27
1043,20649,41869,2018-09-27,exact,"Laimaphelenchus,Saprophytes (Engl.)",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2018-09-27
1044,20650,41870,2018-09-27,exact,"Aphelenchoides,Cerambycidae,Scolytinae",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2018-09-27
1045,20651,41871,2018-09-27,exact,"Aphelenchoides,Bursaphelenchus minutus,Cerambycidae,Saprophytes (Engl.),Scolytinae",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2018-09-27
1046,20652,41872,2018-09-27,exact,"Saprophytes (Engl.),Scolytinae",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2018-09-27
1047,20653,41873,2018-09-27,exact,"Bursaphelenchus minutus,Saprophytes (Engl.)",Pinus nigra,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,4.0,,1,IT-001,2018-09-27
1048,20654,41874,2018-09-27,exact,"Laimaphelenchus,Saprophytes (Engl.),Scolytinae",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2018-09-27
1049,20655,41875,2018-09-27,exact,"Bursaphelenchus minutus,Laimaphelenchus,Saprophytes (Engl.),Scolytinae",Pinus radiata,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2018-09-27
1050,20656,41876,2018-09-27,exact,Laimaphelenchus,Pinus radiata,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2018-09-27
1051,20657,41877,2018-09-27,exact,Laimaphelenchus,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2018-09-27
1052,20658,41878,2018-09-27,exact,"Bursaphelenchus minutus,Laimaphelenchus,Saprophytes (Engl.),Scolytinae",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2018-09-27
1053,20659,41879,2018-09-27,exact,"Aphelenchoides,Bursaphelenchus minutus,Bursaphelenchus teratospicularis,Laimaphelenchus,Saprophytes (Engl.),Scolytinae",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,3.0,,1,IT-001,2018-09-27
1054,20660,41880,2018-09-27,exact,"Bursaphelenchus minutus,Cerambycidae,Neotylenchidae,Saprophytes (Engl.),Scolytinae",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,2.0,,1,IT-001,2018-09-27
1055,20661,41881,2018-09-27,exact,"Neotylenchidae,Saprophytes (Engl.),Scolytinae",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2018-09-27
1056,20662,41882,2018-09-27,exact,"Saprophytes (Engl.),Scolytinae",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2018-09-27
1057,20663,41883,2018-09-27,exact,"Aphelenchoides,Saprophytes (Engl.)",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2018-09-27
1058,20664,41884,2018-09-27,exact,"Neotylenchidae,Scolytinae",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2018-09-27
1059,20665,41885,2018-09-27,exact,"Laimaphelenchus,Saprophytes (Engl.)",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2018-09-27
1060,20666,41886,2018-09-27,exact,"Bursaphelenchus ssp.,Cerambycidae,Saprophytes (Engl.),Scolytinae",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2018-09-27
1061,20667,41887,2018-09-27,exact,"Aphelenchoides,Scolytinae",Pinus nigra,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2018-09-27
1062,20668,41888,2018-09-28,exact,"Bursaphelenchus minutus,Laimaphelenchus,Saprophytes (Engl.),Scolytinae",Pinus halepensis,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2018-09-28
1063,20669,41889,2018-09-28,exact,"Curculionidae,Laimaphelenchus,Saprophytes (Engl.)",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2018-09-28
1064,20670,41890,2018-09-28,exact,"Aphelenchoides,Bursaphelenchus minutus,Cerambycidae,Saprophytes (Engl.),Scolytinae",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2018-09-28
1065,20671,41891,2018-09-28,exact,"Aphelenchoides,Scolytinae",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2018-09-28
1066,20672,41892,2018-09-28,exact,"Bursaphelenchus minutus,Cerambycidae,Laimaphelenchus,Saprophytes (Engl.),Scolytinae",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2018-09-28
1067,20673,41893,2018-09-28,exact,"Laimaphelenchus,Scolytinae",Pinus nigra,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,2.0,,1,IT-001,2018-09-28
1068,20674,41894,2018-09-28,exact,"Laimaphelenchus,Saprophytes (Engl.),Scolytinae",Pinus nigra,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,2.0,,1,IT-001,2018-09-28
1069,20675,41895,2018-09-28,exact,"Saprophytes (Engl.),Scolytinae",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2018-09-28
1070,20676,41896,2018-09-28,exact,"Neotylenchidae,Saprophytes (Engl.),Scolytinae",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2018-09-28
1071,20677,41897,2018-09-30,exact,"Cerambycidae,Laimaphelenchus,Saprophytes (Engl.),Scolytinae",Pinus nigra,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,2.0,,1,IT-001,2018-09-30
1072,20678,41898,2018-09-30,exact,"Bursaphelenchus minutus,Cerambycidae,Saprophytes (Engl.),Scolytinae",Pinus nigra,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,2.0,,1,IT-001,2018-09-30
1073,20679,41899,2018-09-30,exact,"Bursaphelenchus minutus,Scolytinae",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2018-09-30
1074,20680,41900,2018-10-05,exact,"Bursaphelenchus minutus,Cerambycidae,Neotylenchidae,Saprophytes (Engl.),Scolytinae",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,2.0,,1,IT-001,2018-10-05
1075,20681,41901,2018-10-05,exact,"Laimaphelenchus,Saprophytes (Engl.),Scolytinae",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2018-10-05
1076,20682,41902,2018-10-05,exact,"Bursaphelenchus minutus,Laimaphelenchus,Saprophytes (Engl.),Scolytinae",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,2.0,,1,IT-001,2018-10-05
1077,20683,41903,2018-10-05,exact,"Bursaphelenchus minutus,Neotylenchidae,Saprophytes (Engl.),Scolytinae",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,2.0,,1,IT-001,2018-10-05
1078,20684,41904,2018-10-05,exact,"Saprophytes (Engl.),Scolytinae",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2018-10-05
1079,20685,41905,2018-10-05,exact,"Saprophytes (Engl.),Scolytinae",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2018-10-05
1080,20686,41906,2018-10-09,exact,"Bursaphelenchus minutus,Neotylenchidae,Saprophytes (Engl.)",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2018-10-09
1081,20687,41907,2018-10-09,exact,Laimaphelenchus,Pinus nigra,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2018-10-09
1082,20688,41908,2018-10-15,exact,"Aphelenchoides,Bursaphelenchus minutus,Saprophytes (Engl.),Scolytinae",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2018-10-15
1083,20689,41909,2019-02-07,exact,"Laimaphelenchus,Saprophytes (Engl.)",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2019-02-07
1084,20690,41910,2019-03-08,exact,Laimaphelenchus,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,2.0,,1,IT-001,2019-03-08
1085,20691,41911,2019-03-08,exact,"Laimaphelenchus,Saprophytes (Engl.),Scolytinae - Tomicus",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2019-03-08
1086,20692,41912,2019-03-08,exact,"Aphelenchoides,Bursaphelenchus minutus,Laimaphelenchus,Saprophytes (Engl.),Scolytinae",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2019-03-08
1087,20693,41913,2019-03-08,exact,"Bursaphelenchus leoni,Bursaphelenchus minutus,Cerambycidae,Laimaphelenchus,Scolytinae",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2019-03-08
1088,20694,41914,2019-03-08,exact,"Bursaphelenchus minutus,Bursaphelenchus sexdentati,Cerambycidae,Saprophytes (Engl.),Scolotinae",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2019-03-08
1089,20695,41915,2019-03-08,exact,"Bursaphelenchus minutus,Saprophytes (Engl.),Scolytinae",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2019-03-08
1090,20696,41916,2019-03-08,exact,"Aphelenchoides,Laimaphelenchus,Saprophytes (Engl.),Scolytinae - Tomicus",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2019-03-08
1091,20697,41917,2019-03-15,exact,"Aphelenchoides,Cerambycidae,Saprophytes (Engl.)",Pinus pinea,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2019-03-15
1092,20698,41918,2019-03-15,exact,"Aphelenchoides,Bursaphelenchus ssp.,Cerambycidae,Saprophytes (Engl.),Scolytinae",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,2.0,,1,IT-001,2019-03-15
1093,20699,41919,2019-03-15,exact,"Aphelenchoides,Bursaphelenchus minutus,Saprophytes (Engl.),Scolytinae",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2019-03-15
1094,20700,41920,2019-03-15,exact,"Bursaphelenchus tusciae,Saprophytes (Engl.)",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2019-03-15
1095,20701,41921,2019-03-15,exact,"Bursaphelenchus minutus,Laimaphelenchus,Saprophytes (Engl.)",Pseudotsuga menziesii,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2019-03-15
1096,20702,41922,2019-03-15,exact,"Bursaphelenchus minutus,Cerambycidae,Saprophytes (Engl.),Scolotinae",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,2.0,,1,IT-001,2019-03-15
